Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,80.17,78.16,79.17,0.4324706009710003,0.43945863251494094,673.7,849.4,175.7
