Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,58.62,62.57,60.6,0.4026270982825212,0.3617365816798239,1082.4,1300.3,217.9
