Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,51.72,60.65,56.19,0.5158180204418746,0.36264881446193675,1037.3,1263.2,225.9
