Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,73.11,78.87,75.99,0.39759262278452806,0.4386157148244203,663.6,850.4,186.8
