# Time(s)	Magnetic_Field(uT)
4.766191005706787109e+00	1.764984356834329446e-05
4.778230428695678711e+00	1.302283224118610206e-05
4.790164470672607422e+00	-8.414251760882474735e-05
4.802103757858276367e+00	5.466489577443856316e-05
4.814222335815429688e+00	-2.861970329714335712e-05
4.826312303543090820e+00	-2.861979769815896680e-05
4.838096857070922852e+00	1.764927716225278735e-05
4.849956274032592773e+00	6.391835202266348101e-05
4.861899137496948242e+00	5.003750684321998406e-05
4.875228643417358398e+00	8.395160106921742546e-06
4.886630296707153320e+00	-4.250102048166281199e-05
4.898296833038330078e+00	-3.324728103039210187e-05
4.910418987274169922e+00	-2.862045850526508359e-05
4.922131299972534180e+00	-7.488972216770700338e-05
4.933815956115722656e+00	-8.414365042100681866e-05
4.946319818496704102e+00	-1.011307400374034029e-05
4.957961082458496094e+00	-4.712850381389699399e-05
4.970400333404541016e+00	1.764823875108527878e-05
5.003962755203247070e+00	-2.862102491135664440e-05
5.016161918640136719e+00	2.227496687519774110e-05
5.027583599090576172e+00	5.003637403103791274e-05
5.039052724838256836e+00	-2.862130811440242312e-05
5.051061630249023438e+00	6.391693600743563776e-05
5.063151836395263672e+00	-3.787533076871784808e-05
5.074679374694824219e+00	1.764757794397810829e-05
5.086533308029174805e+00	8.393649690678286226e-06
5.098283290863037109e+00	2.227430606809057060e-05
5.110052824020385742e+00	-8.603729636371446637e-07
5.122169256210327148e+00	-3.324888584765117125e-05
5.134309768676757812e+00	-1.304142356976620461e-04
5.146294116973876953e+00	3.152776231631549184e-05
5.158164024353027344e+00	-1.011458441998379661e-05
5.170389890670776367e+00	1.764682273585638182e-05
5.182400226593017578e+00	-1.474169014815659699e-05
5.194328069686889648e+00	2.690046778611147210e-05
5.206626653671264648e+00	-2.862262972861465669e-05
5.218566179275512695e+00	1.764644513179604375e-05
5.231301546096801758e+00	-3.324973545678851418e-05
5.242627143859863281e+00	-1.474216215323254644e-05
5.254961013793945312e+00	-1.936917348039078577e-05
5.267101287841796875e+00	-7.951918792125954930e-05
5.278856515884399414e+00	5.003439160971851206e-05
5.291153907775878906e+00	8.242271569170131506e-05
5.303035259246826172e+00	-5.488800306023232333e-06
5.315019130706787109e+00	-5.175806396846515636e-05
5.326960086822509766e+00	3.152634630108659827e-05
5.339124441146850586e+00	1.764550112164414486e-05
5.351009130477905273e+00	4.540690827748431651e-05
5.363307714462280273e+00	-2.399694001566970295e-05
5.374442338943481445e+00	-1.937011749054268466e-05
5.386133193969726562e+00	-1.474329496541566299e-05
5.398185729980468750e+00	-6.563947555399916043e-05
5.410343885421752930e+00	-3.787806839815898878e-05
5.422754764556884766e+00	3.152559109296487180e-05
5.434593677520751953e+00	2.227166283966504635e-05
5.446341276168823242e+00	1.009291561830741730e-04
5.458025455474853516e+00	1.301764018534961462e-05
5.469860553741455078e+00	4.540596426733242100e-05
5.481722116470336914e+00	1.764436830946102661e-05
5.493752479553222656e+00	-5.175947998369299284e-05
5.505633831024169922e+00	6.391334876885717447e-05
5.517743825912475586e+00	6.854017129398419614e-05
5.529571294784545898e+00	-1.937134470374035888e-05
5.541321516036987305e+00	3.152464708281296952e-05
5.553321599960327148e+00	3.152455268179841694e-05
5.565236806869506836e+00	3.152445828078280049e-05
5.577282667160034180e+00	-3.787939001237227267e-05
5.589509248733520508e+00	-8.877557060095577011e-05
5.623873710632324219e+00	2.689725815159439381e-05
5.635327339172363281e+00	3.762579119865623567e-06
5.647051572799682617e+00	4.540473705413474679e-05
5.658863067626953125e+00	7.316614420997493199e-05
5.670720338821411133e+00	-8.646210093217348008e-07
5.682470560073852539e+00	-3.788005081947838946e-05
5.694565057754516602e+00	6.391202715464387024e-05
5.706076383590698242e+00	1.301584656606037789e-05
5.717541456222534180e+00	-8.649986133831249940e-07
5.730357885360717773e+00	3.152332546860073595e-05
