index,$p_x$ [pixel],$p_y$ [pixel],Skyrmion diameter $d_A=2\sqrt{A/\pi}$ [pixel],Skyrmion manjor axis $a_1$ [pixel],Skyrmion minor axis $a_2$ [pixel],Skyrmion orientation [°],Skyrmion ellipticity $(a_1-a_2)/a_1$ [1],Skyrmion convex hull diameter $d_H$ [1],Skyrmion diameter to convex hull diameter ratio $(d_H-d_A)/d_H$ [1],Skyrmion hole area [$\mathrm{pixel}^2$]
0,26.0,1.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
1,425.7,3.85,5.046265044040321,6.043588165348349,4.655646258862605,-39.32990017234453,0.22965527572571512,5.585191925620057,0.09649209709474858,0.0
2,9.714285714285714,4.904761904761905,5.170882945826411,9.285704247823244,3.1381935855255954,63.93033045004043,0.6620403254539093,5.863230142835039,0.11808289631180302,0.0
3,169.5,5.64,7.978845608028654,14.329783836054183,5.194583256812839,7.3798913203115015,0.6374974447456,9.0270333367641,0.11611652351681555,1.0
4,279.6666666666667,3.6666666666666665,1.9544100476116797,2.3094010767585034,1.3333333333333335,45.0,0.42264973081037427,2.111004122822376,0.07417990022744858,0.0
5,378.4423076923077,5.019230769230769,8.136857890256438,13.025414524793314,5.613392387000899,-22.647498280477606,0.5690430906197995,9.062226582657155,0.10211272957703818,0.0
6,417.7142857142857,4.0,2.985410660720923,3.0237157840738176,2.799416848895061,-90.0,0.07417990022744843,3.1915382432114616,0.0645856533065147,0.0
7,435.7894736842105,16.13157894736842,9.83698151873187,25.940955152149883,4.177214055120062,86.47827645764916,0.8389722340361138,11.396070970426017,0.13680938419391608,0.0
8,21.5,6.0,1.5957691216057308,2.0,0.0,-0.0,1.0,1.5957691216057308,0.0,0.0
9,146.8846153846154,9.192307692307692,5.753627391751592,7.393518094258896,4.697831201790585,82.98187826603677,0.36460137895131756,6.333012368467128,0.09148647484100417,0.0
10,329.0,6.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
11,231.4,8.8,2.5231325220201604,3.0983866769659336,1.7888543819998317,71.56505117707799,0.42264973081037427,2.6462837142006137,0.04653741075440761,0.0
12,360.75,11.5,3.9088200952233594,7.6886968915541605,3.0359962850996243,34.632383031001524,0.605135131749752,5.170882945826411,0.24407105398154558,0.0
13,388.375,11.916666666666666,5.527906391541368,6.749098356345286,4.555790483761618,83.39444163313921,0.32497790916346475,6.023896332520351,0.08233706451775293,0.0
14,372.875,12.6875,4.51351666838205,4.712429170543843,4.3566628642353615,-60.76739595259415,0.07549531110881909,4.982787485166879,0.09417837268432341,0.0
15,41.888888888888886,13.0,3.385137501286538,4.8074017006186525,2.629368792488718,-6.340191745909909,0.45305823057175537,3.989422804014327,0.15147186257614295,0.0
16,393.2307692307692,15.076923076923077,4.068428945128219,5.328287442446824,3.169735438983624,67.70910497074856,0.4051117787429206,4.51351666838205,0.09861218113400268,0.0
17,418.69354838709677,19.516129032258064,8.884866446580956,16.712615429304662,6.310854380729208,-66.72921233638418,0.6223897804969851,10.61516366850092,0.16300240636462246,1.0
18,161.8108108108108,19.43243243243243,6.863662517577698,11.690140145046193,4.39812974228126,86.61873794983067,0.6237744212035807,7.611333607551958,0.09823128620093881,0.0
19,357.85714285714283,15.928571428571429,4.222008245644752,6.546536707079771,2.8571428571428568,14.036243467926477,0.5635642195280153,4.720348719413148,0.1055728090000841,0.0
20,378.4782608695652,16.869565217391305,5.4115163798060095,5.826171670018088,5.111142396914347,-82.60566119291742,0.1227271205864624,6.023896332520351,0.10165844810581706,0.0
21,2.6153846153846154,18.384615384615383,4.068428945128219,4.318667337728677,3.6794648440311994,45.0,0.14800919906779714,4.296739856991561,0.05313584705200135,0.0
22,37.714285714285715,17.857142857142858,2.985410660720923,3.5820700954176696,2.4713456540351717,59.52730204953857,0.3100789241403684,3.1915382432114616,0.0645856533065147,0.0
23,177.6,18.733333333333334,4.370193722368317,5.215498621614657,3.7283771738060283,77.67661457403442,0.28513504761472513,4.720348719413148,0.07417990022744846,0.0
24,218.77777777777777,18.11111111111111,4.787307364817192,5.96570925226535,3.8701698091948744,-83.91427089570627,0.35126409190570923,5.108953969950291,0.0629574286683638,0.0
25,404.7142857142857,19.571428571428573,2.985410660720923,4.155374705678736,1.9054711331003744,8.349622116996809,0.5414442094725279,3.0901936161855166,0.03390821692070405,0.0
26,366.82608695652175,23.565217391304348,5.4115163798060095,5.814167475253484,5.029477667275335,-73.88936659420298,0.1349616796072662,5.753627391751592,0.0594600568740397,0.0
27,168.63636363636363,23.363636363636363,3.742410318509555,4.610834905547121,3.068857674151978,59.71372820159486,0.3344247328265969,4.145929793656026,0.09732906615155999,0.0
28,40.63636363636363,27.59090909090909,5.292567428401227,6.360121231531063,4.413925941579498,67.27644241066157,0.3059997159021229,5.698035485213008,0.07115927197435196,0.0
29,379.0,28.0,5.170882945826411,5.0896720822428145,5.0896720822428145,-90.0,0.0,5.4115163798060095,0.04446691409409075,0.0
30,51.73684210526316,33.73684210526316,4.918490759365935,5.547077831504347,4.3845623915081955,75.5367870823732,0.20957258493719055,5.4115163798060095,0.09110674085361423,0.0
31,356.5483870967742,33.903225806451616,6.282549314314218,6.796795026802391,5.786816068861262,79.64291257782561,0.14859635371647828,6.6755811781245455,0.058876051885679744,0.0
32,371.9583333333333,33.875,5.527906391541368,6.602710386339099,4.632469223824953,26.119261568796453,0.29839884641775943,6.023896332520351,0.08233706451775293,0.0
33,248.0,35.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
34,419.90909090909093,37.09090909090909,5.292567428401227,5.502816709244202,4.972652484064488,45.00000000000011,0.09634415485601933,5.4700209598571305,0.032441106306206544,0.0
35,112.69565217391305,38.0,5.4115163798060095,7.675943272255266,4.100639535190244,26.235779588296182,0.46578037516092313,6.023896332520351,0.10165844810581706,1.0
36,169.0,38.5,3.5682482323055424,4.381780460041329,2.6832815729997477,-63.43494882292202,0.3876275643042054,3.742410318509555,0.046537410754407656,0.0
37,207.64705882352942,37.470588235294116,4.652426491681278,4.957954707224818,4.338609156373123,11.309932474020215,0.12491956611648222,4.853342309955121,0.04139741346117837,0.0
38,248.55555555555554,40.611111111111114,4.787307364817192,10.326510126273616,4.295300730455889,37.95075195504016,0.5840510803812213,6.955796338302048,0.3117527983883147,1.0
39,187.2941176470588,39.411764705882355,4.652426491681278,6.10291757293584,3.6394706454263077,2.381820845363085,0.4036506962561643,5.108953969950291,0.08935830719051381,0.0
40,412.1111111111111,45.0,9.574614729634384,14.960399089023792,7.302209361985728,25.486075950999204,0.5118974220852676,11.026984017500345,0.13171047364909413,0.0
41,431.90909090909093,43.42424242424242,6.4820448144285745,7.944054236584023,5.239830369828487,-29.1374681920459,0.3404085352667939,6.817128675830715,0.04915322525598483,0.0
42,31.5,43.0,2.763953195770684,3.265986323710904,2.0,-90.0,0.3876275643042055,2.763953195770684,0.0,0.0
43,34.0,44.5,1.5957691216057308,2.0,0.0,-90.0,1.0,1.5957691216057308,0.0,0.0
44,41.0,45.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
45,108.0,45.5,1.5957691216057308,2.0,0.0,-90.0,1.0,1.5957691216057308,0.0,0.0
46,194.0909090909091,46.18181818181818,3.742410318509555,4.271760045262083,3.4112114616897666,36.86989764584403,0.2014505904953095,4.068428945128219,0.08013378899220011,0.0
47,210.5,46.5,3.1915382432114616,4.47213595499958,2.0,-90.0,0.5527864045000421,3.1915382432114616,0.0,0.0
48,267.875,44.875,3.1915382432114616,3.4641016151377544,2.7386127875258306,45.0,0.20943058495790512,3.2897623212397704,0.029857499854668026,0.0
49,37.0,47.0,2.5231325220201604,5.656854249492381,0.0,-0.0,1.0,2.5231325220201604,0.0,0.0
50,150.94117647058823,49.11764705882353,4.652426491681278,5.156335066312235,4.387828521460904,75.55670911654464,0.1490412347079998,5.232078956954491,0.11078817235789948,0.0
51,172.0,47.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
52,236.0,47.0,1.9544100476116797,3.265986323710904,0.0,-0.0,1.0,1.9544100476116797,0.0,0.0
53,241.16666666666666,46.833333333333336,2.763953195770684,3.1269438398822866,2.3094010767585034,45.00000000000001,0.26145105412400355,3.0901936161855166,0.10557280900008405,0.0
54,261.0625,49.6875,4.51351666838205,5.326818938165629,3.7416573867739413,-18.43494882292201,0.297581271260097,4.787307364817192,0.057190958417936574,0.0
55,131.31914893617022,54.48936170212766,7.735777827895049,12.05024442644284,6.322073428222573,54.39080867705466,0.4753572455053668,8.991702346646203,0.13967594459124852,0.0
56,141.3846153846154,52.69230769230769,4.068428945128219,5.093039666678824,3.285525036320213,-23.76677944419729,0.35489898933720526,4.51351666838205,0.09861218113400268,0.0
57,421.83870967741933,55.16129032258065,8.884866446580956,13.020632480268011,6.619985802086377,30.106382270555933,0.4915772477167627,9.933582672781009,0.10557280900008398,0.0
58,115.76,54.4,5.641895835477563,6.436869283709395,4.919869289365165,-80.4594427855232,0.23567357475838377,5.917270272703197,0.046537410754407676,0.0
59,206.0,52.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
60,244.43333333333334,54.333333333333336,6.180387232371033,8.601264459737894,4.461243564085496,-13.278313902336391,0.4813270089568385,6.579524642479541,0.06066356337227576,0.0
61,254.02777777777777,56.22222222222222,6.770275002573076,10.399388752084,5.243537822088317,48.04467105359711,0.49578403624563694,7.938851142601841,0.14719713457755826,0.0
62,259.0,53.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
63,206.0,54.0,1.1283791670955126,0.0,0.0,-90.0,0.0,1.1283791670955126,0.0,0.0
64,346.3333333333333,55.333333333333336,1.9544100476116797,2.3094010767585034,1.3333333333333335,45.0,0.42264973081037427,2.111004122822376,0.07417990022744858,0.0
