index,Skyrmion-Skyrmion distance [pixel],$\Psi_6$ [1],$\Psi_4$ [1]
11,13.561467576389225,0.38372699196768456,0.2792089057416357
21,18.37341631823188,0.3637716403160379,0.4172910637732568
26,13.329066464979325,0.3153732560760794,0.018726267193046778
27,16.25508257571856,0.302597511457118,0.15091773089177637
29,11.150573124300909,0.46866692097716456,0.463778500728436
31,12.451102551978389,0.6189852440432182,0.5660226490954146
33,13.61909213682176,0.08946253420483193,0.656757552914056
34,14.912173763632046,0.18579513817051482,0.628431650576933
36,15.161729376770731,0.2873531717768665,0.22142758288284697
37,12.9347288814317,0.7570388921792119,0.18432012790615807
39,11.546627439429235,0.7134673702237898,0.47917555998562955
41,16.13442580909906,0.6315306259702553,0.30853210789830454
43,13.422737473706164,0.08990334463100998,0.25809376194574174
44,13.054942834873899,0.6514476895648454,0.29888425066236823
46,15.779540212109215,0.3312609489959943,0.36409728917838874
47,12.416488575251437,0.4899121276963946,0.8930998891547095
48,13.360088513761637,0.0352311003350433,0.309628475872458
49,16.583005648197297,0.23847986945931238,0.5367064308182785
50,15.4105378123373,0.3125243722475221,0.7485631681152816
51,14.460272035129433,0.5764249113846167,0.4449438826434099
52,12.490590188978786,0.3959328913954516,0.2011705740610979
53,15.186386057099888,0.12307602985333682,0.48313932055159825
54,14.725148295564123,0.5496115575040692,0.23567705266681307
56,17.970094652073374,0.5922996442056502,0.48704767300545665
57,16.649677459887794,0.30787426040887395,0.15631351549636105
58,11.707519582086011,0.48748326523949576,0.9246028488008959
59,14.712908435889931,0.12878702305566025,0.388867957526945
60,17.632124553711922,0.6533102052255154,0.1925497789756122
61,10.294041974523394,0.42120876307915406,0.5416710373629008
62,13.270102420460304,0.31829810447557827,0.12447013087978397
63,13.720357731242872,0.5546286750398765,0.7219825853693408
64,19.2173704593375,0.04312322478297941,0.11417617313205028
65,17.550553828359956,0.39963497890886424,0.26583349924092403
66,12.952623300915976,0.2784449122943269,0.8368673775655325
67,13.11110752467046,0.8536011424477999,0.3070852423426769
68,17.705444361033564,0.2944696889307956,0.18438304051600612
69,16.280041189085832,0.3538207147501751,0.22480509964012305
70,13.061048278550533,0.3432703760976725,0.6301362050554679
71,18.371508308719626,0.2840648691771342,0.362594048386455
72,12.677951793917666,0.4975048826927135,0.18433328438949145
73,14.664627939647174,0.29397947297973637,0.14634996831687475
74,13.545461640856496,0.5897915446706932,0.7144331239254115
75,14.611854337391193,0.28890392208715543,0.7897122677052872
76,13.941810070885944,0.5562366957601589,0.272359778414674
77,17.83523456155958,0.21694031157017435,0.6162130855851884
79,12.937064529295464,0.8165057069653566,0.42199898805032776
80,12.144395864708136,0.6431560700712924,0.32056381502766745
81,8.345972659363843,0.45525836654477536,0.9057820490902788
83,13.734236484332262,0.2915422354987631,0.12610460785858799
84,12.099616488798915,0.39957101388084376,0.24020543718147794
85,11.817999254581014,0.34939457240101573,0.20756125221076555
86,14.397668827586907,0.4064238352917761,0.3606232352493048
87,12.76015540872161,0.1846755183373552,0.615540629516107
88,11.482541974467438,0.7317022110643637,0.3125803965967428
90,12.792899270289318,0.3414597154673882,0.30186304283506993
91,14.59160537958001,0.10036565948655254,0.1997941080690984
92,15.901020952518168,0.2836063182910671,0.4711462628112924
94,16.390178434800426,0.39438835114613174,0.44146712320955683
95,14.017546382601804,0.3150777615720704,0.5694632166310073
96,11.6818696687527,0.30383222595399045,0.26056141159321344
98,13.026260503228544,0.8192690865861951,0.141203222662497
101,11.741455860238279,0.16811668710116248,0.058618768384186073
102,12.313005929116628,0.4768757394983954,0.3690408402549414
103,12.738753465315428,0.5019048030767722,0.5316294635840602
105,16.383204033004272,0.7579882924029236,0.37709436527132195
106,13.628854589959166,0.2634568163203002,0.16155815999995993
107,13.559221048116505,0.21970302605406894,0.6290609262102931
108,14.892693927288116,0.7715045545305438,0.15161322408524847
109,13.509416506218875,0.3593998282614709,0.41635351950833044
110,16.845910233371505,0.2948825085370464,0.2017917375611164
111,12.41947975467035,0.14787977498963703,0.11279326273990897
112,13.427866565599956,0.03671899295624542,0.21856910964092796
113,11.985491923978824,0.3132064150468079,0.18573539456844598
114,14.073452332317961,0.07614040928904141,0.43292504584439756
115,19.1649767555925,0.3669143330427553,0.6500150424818594
116,13.98767604312818,0.3973393190063293,0.26614036623219095
118,13.849820822020305,0.20216872239281175,0.7293259738315402
119,12.895078467473317,0.3487126554342554,0.2125262230735611
121,16.87293023139995,0.6613400922198011,0.4123742413177585
122,14.724514967018163,0.4033561891954773,0.16891373162142134
123,17.308169682415592,0.5552603063374775,0.1995189005426931
124,16.471496869578726,0.19285358343486272,0.46455589790282736
125,12.969613950600728,0.4774731486041851,0.39231159023674705
126,13.993565767952546,0.33390406938099304,0.29753379294506604
128,13.873106001617508,0.6486896590178475,0.16651179728556464
129,10.42564473536047,0.3689649157779924,0.30801910316702175
131,14.905260453088717,0.839463407066566,0.2920836302661462
132,12.937658746912879,0.19559847488120896,0.4151331982195064
134,12.163999463259561,0.13929263165942807,0.3189646608100062
137,11.655900869938867,0.6987371707626905,0.68421337745174
138,15.498625306768378,0.39624668459501355,0.37066008044351434
139,20.735133140185898,0.037946387950889025,0.4339785391587186
141,13.092394179279278,0.43132400404948096,0.8479530239845272
142,16.72074458498182,0.1766708592270337,0.6690222333571665
143,18.746021881423506,0.32639019028779115,0.27979781376903073
144,14.194342222904123,0.23956588561467734,0.25706240275595155
146,16.596967911948216,0.48928697721696124,0.11463799450429066
147,11.594589104641809,0.27511791815587205,0.7948702607075578
151,12.153717074056322,0.46473621231995066,0.36206146237334
152,19.718713322525023,0.6866825281341989,0.33976607489125477
153,11.474124504229549,0.3943396843727217,0.3930110542708344
154,13.124178179134892,0.10432139540180804,0.3983445156015415
155,13.827634539568908,0.5050682187504364,0.6641339466723446
156,25.308792853829864,0.14407309503076954,0.27890797700496217
158,13.774363412618692,0.6461473944017945,0.46734783808399233
159,15.323903185707774,0.2576920608375469,0.1845367304228337
160,16.889832250072708,0.18348681179246162,0.1627292563920838
162,15.250447110950763,0.15031139524522097,0.5477937537604115
163,15.35157766599464,0.2509893092258431,0.5154679962303154
166,11.552319245055973,0.5254311931076662,0.8140952053661737
167,14.344286898101217,0.32200632457476747,0.7054276003192596
169,26.11118856453065,0.12992434000358696,0.26230169441528534
171,13.752343914394364,0.17967212139491795,0.20823125460304376
172,17.66046399802648,0.5264282903223312,0.031121807276421783
175,13.632972615138504,0.23787840420331144,0.12223124370640975
176,18.021066979840082,0.537141436716226,0.10838662510498415
177,20.172704260463878,0.4356463125091051,0.19367404801775262
178,15.852649547309012,0.6420550279664945,0.062881283429257
179,16.388526598695336,0.5973677337585395,0.46912615706655963
180,18.13025858399934,0.12213249074765149,0.3984889105738868
182,14.194685351887367,0.7362113052401266,0.20247615055294488
183,13.481387365837273,0.2639250676195189,0.17194660644159648
184,15.528034902119439,0.40172562414961344,0.3724043583169983
185,10.960982522021192,0.6224221562469213,0.24442520178645735
186,14.443355731518926,0.7095386633545496,0.3217083335546625
188,16.789703474005076,0.1381335662071182,0.13892492501496692
189,12.759268370313178,0.13092722404141613,0.13236332786370095
190,13.14472992782955,0.32769224412474823,0.42220257867925837
191,13.45204140358042,0.19987700067451045,0.4648446174452812
192,21.116487793040655,0.2555154107468276,0.1726550450054355
193,13.22406727021326,0.3344452739874163,0.45762505306733364
194,17.381199176656903,0.22286182191567422,0.6402464992703483
195,23.342117571875455,0.38391626260378786,0.26223286376721455
198,19.68014276385986,0.1442698535354541,0.23569664423792155
199,16.706964888581282,0.6618978965047079,0.39299085997710287
200,16.544573523919226,0.19400451338547123,0.1942103182585979
201,17.173173530224716,0.5006305724045254,0.10743736718208632
202,10.662139829959902,0.5572863524376497,0.6665230647291287
203,15.119157799751354,0.3418140171439067,0.21196344338496026
204,14.955525962908146,0.6270530338192636,0.28791160144914874
205,15.60753516172116,0.5292828381657202,0.2881619236166499
206,12.081891365674108,0.3245203185746974,0.2757469114075958
207,17.55026736151053,0.30483693834573167,0.3345385739330984
208,11.06807479181371,0.3698672748742159,0.6145101517153667
209,16.202655223787243,0.23264732435595653,0.4701602460425497
210,18.862966057583726,0.31583569213474855,0.4657161665231082
211,10.318558790553865,0.6086967781613948,0.7640903738187526
213,16.97491777621872,0.18862967213718637,0.7032259738816313
214,13.534650915759585,0.5789556850335723,0.15879635378234272
216,13.60515856599272,0.4466855589854716,0.4710821700645634
218,16.29291764808506,0.09514583631035027,0.21055147759199788
220,14.241385428252542,0.22909767412815096,0.2158422384494281
221,13.69596708666736,0.5913792177356861,0.19450898070382797
223,19.07004386046869,0.1845131635789522,0.492521765861823
224,14.65468837868807,0.40217322703639863,0.8518116547782422
226,14.385989060727209,0.2939329283498971,0.39948548298757725
230,19.38181956310677,0.3119877397861918,0.6413449191838718
233,17.44956510193669,0.2610896979305834,0.16194725548588482
235,16.833875301602898,0.3983497615068576,0.3122450683977283
236,17.896534322943733,0.441352605787264,0.1976389376673022
237,12.759742478147583,0.2428844738990804,0.28870039146555027
238,13.58162915900862,0.7754937008783948,0.24608510276538456
239,18.238734236460985,0.29707535945102126,0.6605617069531489
244,14.841309273041478,0.7195396200176848,0.11632726550796121
245,16.55921027524099,0.27002839461184325,0.5661968959289139
247,21.15612427692269,0.3513466743858824,0.173553600811136
250,14.7823841322689,0.4657547031303614,0.49331302285601847
251,12.154263140389464,0.51672892063718,0.8400802102828564
252,10.659230238630567,0.271017999533179,0.3200453661392778
255,14.282269858646409,0.6348392114579897,0.18620371842363537
256,19.95491794539317,0.6392126616687652,0.21714963605013485
257,13.423895333434581,0.30594167110327264,0.7498746659251565
258,18.533710644278028,0.8680224353782653,0.3792895695938348
259,15.450618418582854,0.5136453948268538,0.1359452597783479
260,15.486886194033254,0.30754174999160216,0.5507599118694171
262,28.0576239796417,0.1809210571631727,0.3329804686261555
264,23.866740857876177,0.22696691229092125,0.5631283301024523
265,17.070265036085836,0.57770237148703,0.26352271366461816
266,14.551611322681003,0.2736612426950611,0.5772196604158971
267,13.344559874748075,0.31589062657975076,0.34357311274881464
268,14.899623068163814,0.434358942795985,0.12617457307822996
271,12.57756755841148,0.7507346328440628,0.5556563914270779
274,14.185080938593964,0.25730519447878947,0.14497493052829544
275,15.525706282522034,0.30725110147250095,0.13364459903237
277,18.842887280676763,0.4737048346200397,0.9026580546914018
278,15.772713300357985,0.4394392437654048,0.45324921298576326
279,10.23235936445587,0.24107236201738247,0.8465053934489222
281,15.743904613000067,0.26743908155368096,0.3933596310885169
284,18.225544710056838,0.264199826517541,0.3534959659176825
285,11.437525423750252,0.48837840775366587,0.4409759855679434
289,14.49543711410791,0.38092717037491486,0.2517177982944276
290,18.11486893114269,0.31887969425765017,0.1839930403597363
291,22.123696409131245,0.1866623943325315,0.15091440705264153
293,19.5066965455711,0.23908826818119325,0.46887380992796107
