index,Skyrmion-Skyrmion distance [pixel],$\Psi_6$ [1],$\Psi_4$ [1]
14,10.274367386329923,0.47961172374714534,0.6695046616771837
17,16.346479137893844,0.16678081781074205,0.7075165991511582
25,20.554931377909384,0.22374213084203348,0.13542815618779808
26,12.889218711716014,0.25986481311737475,0.5574064600933821
31,25.206462124685945,0.0906456999493005,0.043031922353127576
34,18.325387040750588,0.41626315013670656,0.4801977304878581
39,18.37608301966843,0.2946407272982629,0.4323001773976005
40,25.012379894771147,0.3093818626497177,0.36217062718297854
46,14.688286352492495,0.21050091756608144,0.6382935042815481
51,16.760957705965033,0.2854415042118936,0.6084980333310319
58,15.510505334192247,0.26536597645390836,0.1862010578458916
64,20.677637484366148,0.410006706303542,0.24859653085330377
65,29.766184462706015,0.4673066847244434,0.13970915907450707
74,23.41766737547903,0.3214052661348476,0.22871906885183377
79,23.348849839233296,0.4818703875157439,0.5977701066742408
83,14.176358939575394,0.46367839445678105,0.5847434265199342
91,12.331626956909819,0.145050217821999,0.1990678231858464
92,25.41280552712334,0.24070011398610827,0.39389454406582136
94,12.406557800155895,0.2859003625934513,0.34088517297340404
98,20.500874090008054,0.38124843144700415,0.3897877390650071
101,19.634707581090712,0.3767991707883343,0.28706546565919683
107,19.5640365332031,0.42761018200390677,0.16445295358213127
115,13.58678915814039,0.44388155594104656,0.7413844275645901
117,20.69148285409089,0.5421966556229445,0.3131777939370771
119,15.336636651253048,0.8076431084402738,0.5262837478021489
127,14.894553629420974,0.2574573937213088,0.524279907184467
143,16.986547473556765,0.2380096821477715,0.15598911226679305
157,21.27312738616053,0.2037824352764556,0.9426930665830934
160,17.191863906091903,0.38955759034635795,0.7042164580551213
163,18.934315528714304,0.5012191650534017,0.15488250730314154
164,16.348720321040112,0.30230922274152305,0.34033988060378945
167,22.10841314039765,0.26233315043180094,0.2702659441493272
172,22.66886107731488,0.05453093113983375,0.17122771566061906
173,17.43933162505172,0.3330542074944705,0.8415715927040305
174,18.061002772765956,0.43746801588856404,0.3918881325754667
179,21.227621581118225,0.3178944675906837,0.029789545109420328
181,15.11096688176903,0.4444907362308661,0.8019853824528215
185,22.924507965172474,0.24725873067326193,0.16205478853203467
192,19.220139215146748,0.3576943677531837,0.24169160851070765
195,18.82225055908603,0.7246191778690747,0.4285430669409096
196,16.30825351701891,0.3068912062380292,0.48135284018535635
197,18.73421647656216,0.1826499019925363,0.34792062805245066
210,15.436376224787756,0.6431813249976381,0.38090963389470933
211,16.49700468235639,0.3669397320513923,0.22738715325531386
213,13.884852018318833,0.2309938257588255,0.41583946052862436
220,18.40858734421846,0.5128039033680484,0.4017421757354832
231,22.3026183252575,0.35160150673343565,0.2896131905941772
233,17.201860540120176,0.6905293117489406,0.6337652109130467
236,18.809604305848044,0.4890206092146069,0.391357884601602
241,13.475853898487344,0.18448264692653082,0.5590983020971154
244,19.36324796011674,0.390313263630283,0.2694594726083939
253,17.93811196695131,0.2812145020024004,0.22547918349055984
257,19.27552552308431,0.4694427835770088,0.3622317129173403
261,23.104074740439522,0.8660237097681776,0.3899269605484002
263,20.395416033694215,0.8313447964526145,0.44367629739093123
264,15.389988882793574,0.8218938718600407,0.3113368313559007
266,19.76580110953753,0.7001317077571031,0.022799664145869245
267,22.746896060066774,0.0766717435313081,0.5232956616965743
274,21.33006347810389,0.6293120436244207,0.16041777311780966
275,15.566043413596823,0.31550171372435,0.7038293066602753
276,11.912893271927501,0.1900071722396528,0.16101416422586454
278,12.65582407983437,0.49011606278515074,0.15795341624112394
279,15.452572954282708,0.16092144981748654,0.20805664265099283
280,23.010273596113564,0.4200799035812338,0.19788305504965523
288,16.47776753601769,0.2559842605951376,0.32443833171000436
290,19.78484810527785,0.5019966132373094,0.176695664509171
291,15.744409562072747,0.7653772512942341,0.4175998779584861
292,12.366448531362238,0.20033172497381074,0.5165881783041877
294,14.772312736270955,0.20816953742641153,0.2857166993106935
297,15.206828696552236,0.2099257048809108,0.6009379367103197
298,15.893263284593047,0.6343284004026656,0.5342954994533959
299,11.853462052798289,0.3797324511797924,0.5590970512015577
301,19.643588552942187,0.2859755865535165,0.2645976228733949
305,10.276522191972177,0.5812859027599244,0.8373909692292101
