Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,63.44,60.35,61.89,0.48910756362255575,0.3856489074514677,1192.5,1407.9,215.4
