Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,78.61,86.57,82.59,0.40780010131462374,0.3526375723552454,752.6,919.9,167.3
