Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,73.72,76.42,75.07,0.4372158963928786,0.3845372461422919,940.0,1127.6,187.6
