Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,61.35,60.04,60.7,0.44124604115017513,0.39905642746664793,685.2,909.4,224.2
