Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,84.87,85.41,85.14,0.3783729977144182,0.3753318182747096,870.3,997.8,127.5
