Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,52.79,58.87,55.83,0.4863897118645273,0.5922694495198948,427.1,571.3,144.2
