Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,57.18,54.97,56.08,0.5126530883695962,0.9078372389972375,802.9,1045.4,242.5
