Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,79.9,84.43,82.17,0.9132115004666318,0.3787497133701291,1204.0,1347.9,143.9
