Frame Number,Time (s),Left Angle (°),Right Angle (°),Average Angle (°),Left RMSE,Right RMSE,Left Contact Point (Pixel),Right Contact Point (Pixel),Droplet Width (Pixels)
0.0,0.0,74.46,79.51,76.98,0.4112113011480771,0.40667331648429067,773.4,969.7,196.3
